,t1,t2,avg
mboa-3,155.00000,330.00000,242.5
ifta-1,390.000000,450.000000,420.0
tag-294,390.00000,510.00000,450.0
C54H2.4,3.900000e+02,5.750000e+02,482.5
C55B6.1,155.000000,510.000000,332.5
C55B7.3,3.900000e+02,5.750000e+02,482.5
acdh-1,212.50000,330.00000,271.25
uri-1,330.00000,650.00000,490.0
sulp-1,390.0000000,450.0000000,420.0
C55B7.10,2.125000e+02,4.500000e+02,331.25
C55B7.11,1.550000e+02,5.100000e+02,332.5
scrt-1,155.000000,212.500000,183.75
C55C2.3,1.550000e+02,4.500000e+02,302.5
C55C3.1,1.550000e+02,6.500000e+02,402.5
C55C3.4,3.900000e+02,5.100000e+02,450.0
perm-5,155.000000,510.000000,332.5
C55C3.6,4.500000e+02,5.100000e+02,480.0
atic-1,510.000000,575.000000,542.5
ilys-4,155.000000,575.000000,365.0
vps-33.2,575.00000,650.00000,612.5
vps-32.1,212.5000,450.0000,331.25
C56C10.4,450.000000,510.000000,480.0
C56C10.6,1.550000e+02,6.500000e+02,402.5
C56C10.7,510.0000,575.0000,542.5
C56C10.9,212.50000,450.00000,331.25
aipr-1,390.0000,650.0000,520.0
C56C10.11,155.00000,510.00000,332.5
epg-5,3.300000e+02,6.500000e+02,490.0
C56E6.2,510.00000,650.00000,580.0
toe-2,212.50000,510.00000,361.25
C56E6.4,5.750000e+02,6.500000e+02,612.5
abch-1,155.0000000,450.0000000,302.5
lron-15,212.5000000,390.0000000,301.25
nhr-173,1.550000e+02,3.900000e+02,272.5
C56E10.3,155.0000000,650.0000000,402.5
akap-1,155.0000,450.0000,302.5
C56G2.3,212.50000,650.00000,431.25
C56G2.4,155.00000,330.00000,242.5
C56G2.5,212.500000,330.000000,271.25
rpn-13,155.0000,330.0000,242.5
C56G2.9,510.0000000,575.0000000,542.5
C56G2.15,212.5000,650.0000,431.25
npr-8,450.000000,575.000000,512.5
CC8.2,575.00000,650.00000,612.5
CD4.1,2.139159e+02,4.080482e+02,310.98205
CD4.3,155.0000,450.0000,302.5
vps-37,390.0000,450.0000,420.0
CD4.5,5.100000e+02,5.750000e+02,542.5
zhit-1,390.00000,510.00000,450.0
CD4.8,1.550000e+02,5.750000e+02,365.0
acly-1,155.000000,510.000000,332.5
D1005.2,510.000000,575.000000,542.5
cebp-1,212.500000,575.000000,393.75
D1005.4,155.000000,450.000000,302.5
D1005.5,155.0000000,270.0000000,212.5
D1007.3,4.500000e+02,5.100000e+02,480.0
D1007.4,390.00000,650.00000,520.0
D1007.5,155.00000,650.00000,402.5
nrd-1,390.0000,650.0000,520.0
D1007.8,155.00000,330.00000,242.5
D1007.10,510.00000,650.00000,580.0
D1007.13,155.000000,510.000000,332.5
D1007.15,155.00000,450.00000,302.5
eaf-1,510.00000,650.00000,580.0
acs-22,450.000000,575.000000,512.5
ensh-1,155.00000,450.00000,302.5
dylt-2,575.000000,650.000000,612.5
D1014.2,575.000000,650.000000,612.5
snap-1,212.5000,650.0000,431.25
D1014.4,212.50000,650.00000,431.25
D1014.5,510.0000000,575.0000000,542.5
D1022.3,330.0000000,390.0000000,360.0
D1022.4,212.50000,330.00000,271.25
D1022.5,390.000000,510.000000,450.0
D1037.1,330.00000,575.00000,452.5
ipla-4,330.0000000,390.0000000,360.0
D1044.1,155.000000,650.000000,402.5
dex-1,212.50000,270.00000,241.25
D1044.6,155.00000,575.00000,365.0
D1044.7,4.500000e+02,6.500000e+02,550.0
nekl-4,5.750000e+02,6.500000e+02,612.5
otpl-2,1.550000e+02,6.500000e+02,402.5
D1069.1,575.000000,650.000000,612.5
D1069.3,155.0000,450.0000,302.5
dmsr-4,155.000000,650.000000,402.5
trk-1,450.0000000,510.0000000,480.0
D1079.1,3.300000e+02,5.100000e+02,420.0
D2007.1,212.4946048,449.9999999,331.24730235
D2007.2,575.000000,650.000000,612.5
mrpl-18,155.00000,650.00000,402.5
atg-13,575.0000,650.0000,612.5
utx-1,155.00000,330.00000,242.5
D2021.4,155.000000,575.000000,365.0
D2024.1,1.550000e+02,2.125000e+02,183.75
afmd-1,450.0000000,510.0000000,480.0
D2024.4,510.000000,575.000000,542.5
D2024.5,155.0000,510.0000,332.5
gstk-2,330.00000,450.00000,390.0
D2062.4,2.125000e+02,3.300000e+02,271.25
D2063.1,155.0000,450.0000,302.5
glrx-3,155.0000,575.0000,365.0
mctp-1,212.5000000,650.0000000,431.25
ppfr-2,212.5000,650.0000,431.25
D2092.4,155.00000,390.00000,272.5
maco-1,330.0000,510.0000,420.0
D2092.6,212.5000000,450.0000000,331.25
D2092.8,212.500000,450.000000,331.25
timm-17B.2,575.000000,650.000000,612.5
praf-3,450.0000,575.0000,512.5
aagr-1,212.5000000,330.0000000,271.25
D2096.5,155.00000,450.00000,302.5
D2096.6,450.000000,650.000000,550.0
D2096.7,155.00000,390.00000,272.5
nap-1,155.0000,575.0000,365.0
D2096.9,155.00000000,450.00000000,302.5
D2096.10,212.500000,575.000000,393.75
D2096.11,510.0000000,575.0000000,542.5
D2096.12,330.00000,575.00000,452.5
lec-12,155.00000,510.00000,332.5
DC2.5,155.00000,650.00000,402.5
kin-33,155.00000,650.00000,402.5
E01A2.1,330.00000,650.00000,490.0
E01A2.2,155.0000,390.0000,272.5
E01A2.5,510.0000,575.0000,542.5
akir-1,212.5000,450.0000,331.25
poml-2,5.100000e+02,6.500000e+02,580.0
E01A2.8,270.000000,650.000000,460.0
ttr-40,5.100000e+02,5.750000e+02,542.5
E02C12.8,3.900000e+02,4.500000e+02,420.0
E02C12.11,2.125000e+02,5.750000e+02,393.75
E02D9.1,212.5000,330.0000,271.25
E02H9.2,1.550000e+02,4.500000e+02,302.5
E02H9.3,5.750000e+02,6.500000e+02,612.5
E02H9.4,1.550000e+02,5.750000e+02,365.0
klo-2,390.000000,510.000000,450.0
E02H9.6,390.000000,510.000000,450.0
cyp-43A1,270.000000,510.000000,390.0
srz-24,5.750000e+02,6.500000e+02,612.5
fbxb-78,212.50000,330.00000,271.25
timm-17B.1,212.5000,450.0000,331.25
tctn-1,575.00000,650.00000,612.5
cyc-2.1,510.000,650.000,580.0
pcrg-1,155.000000,575.000000,365.0
maoc-1,510.00000,575.00000,542.5
E04F6.4,1.550000e+02,5.100000e+02,332.5
acdh-12,330.0000,450.0000,390.0
E04F6.6,1.550000e+02,4.500000e+02,302.5
E04F6.8,330.000000,390.000000,360.0
E04F6.9,330.000000,450.000000,390.0
E04F6.10,450.00000,650.00000,550.0
E04F6.12,3.900000e+02,4.500000e+02,420.0
tofu-6,212.50000,270.00000,241.25
EEED8.2,390.0000,510.0000,450.0
EEED8.3,155.00000,510.00000,332.5
EEED8.4,155.00000,650.00000,402.5
ccpp-6,5.100000e+02,5.750000e+02,542.5
pink-1,390.0000,510.0000,450.0
EEED8.10,450.0000,650.0000,550.0
clec-141,3.300000e+02,3.900000e+02,360.0
EEED8.12,5.750000e+02,6.500000e+02,612.5
EEED8.13,510.000000,650.000000,580.0
EEED8.14,155.000000,575.000000,365.0
EEED8.15,212.5000,575.0000,393.75
brap-2,575.00000,650.00000,612.5
EGAP1.1,5.100000e+02,5.750000e+02,542.5
EGAP2.1,212.5000,650.0000,431.25
EGAP2.2,390.0000000,575.0000000,482.5
EGAP4.1,575.0000,650.0000,612.5
EGAP5.1,575.0000000,650.0000000,612.5
EGAP9.3,1.550000e+02,4.500000e+02,302.5
E_BE45912.2,155.000000,510.000000,332.5
ugt-57,510.00000,650.00000,580.0
F01E11.3,1.550000e+02,3.900000e+02,272.5
tyra-2,1.550000e+02,4.500000e+02,302.5
hpo-10,330.0000,650.0000,490.0
F01F1.2,330.0000,575.0000,452.5
F01F1.3,212.5000000,575.0000000,393.75
rabn-5,212.50000,330.00000,271.25
ddx-23,390.0000,450.0000,420.0
dnpp-1,155.00000,575.00000,365.0
eng-1,510.00000,575.00000,542.5
F01F1.11,212.5000,330.0000,271.25
aldo-2,155.00000,575.00000,365.0
F01F1.14,5.100000e+02,5.750000e+02,542.5
F01F1.15,155.0000,390.0000,272.5
F01G12.1,4.500000e+02,5.100000e+02,480.0
nmur-3,1.550000e+02,5.100000e+02,332.5
F02E8.4,155.0000000,330.0000000,242.5
atg-16.1,510.00000,650.00000,580.0
wht-4,1.550000e+02,2.125000e+02,183.75
F02E11.2,155.0000000,510.0000000,332.5
F02E11.3,3.900000e+02,4.500000e+02,420.0
ncam-1,155.00000,510.00000,332.5
F07B7.8,212.500000,650.000000,431.25
F07B7.12,212.500000,270.000000,241.25
F07C3.2,270.000000,575.000000,422.5
F07C3.3,4.500000e+02,5.100000e+02,480.0
glo-4,450.00000,575.00000,512.5
F07C3.9,5.100000e+02,6.500000e+02,580.0
nhr-36,155.000000,575.000000,365.0
grsp-4,3.900000e+02,4.500000e+02,420.0
F07C4.11,390.000000,650.000000,520.0
fbxb-6,155.000000,650.000000,402.5
fbxb-35,155.00000,212.50000,183.75
F07E5.5,450.00000,650.00000,550.0
fbxb-36,155.00000,212.50000,183.75
F07E5.7,1.550000e+02,2.125000e+02,183.75
F07E5.9,3.900000e+02,4.500000e+02,420.0
F07F6.2,390.00000,575.00000,482.5
F07F6.4,390.00000,575.00000,482.5
F07F6.7,5.750000e+02,6.500000e+02,612.5
F07F6.8,155.0000,212.5000,183.75
dgn-3,3.900000e+02,4.500000e+02,420.0
F07G6.5,2.125000e+02,2.700000e+02,241.25
fbxa-52,5.100000e+02,6.500000e+02,580.0
fbxa-53,1.550000e+02,6.500000e+02,402.5
F07G6.8,575.000000,650.000000,612.5
F07G11.2,4.500000e+02,5.100000e+02,480.0
F08B4.4,212.500000,510.000000,361.25
pole-2,212.50000,270.00000,241.25
F08B4.7,212.5000,650.0000,431.25
F08B6.1,450.0000,575.0000,512.5
calu-2,155.0000,450.0000,302.5
pcyt-1,390.00000,650.00000,520.0
F08C6.5,575.000000,650.000000,612.5
apy-1,155.00000,650.00000,402.5
srpa-72,450.00000,650.00000,550.0
F08D12.2,450.000000,575.000000,512.5
F08D12.3,212.5000000,650.0000000,431.25
F08D12.4,212.5000000,510.0000000,361.25
fbxb-108,155.000000,330.000000,242.5
F08D12.7,575.000000,650.000000,612.5
fbxb-105,155.000000,450.000000,302.5
sdz-10,155.00000,450.00000,302.5
sdz-9,155.00000,575.00000,365.0
fbxb-111,155.000000,390.000000,272.5
F08D12.12,212.5000000,330.0000000,271.25
F08F1.3,155.000000,650.000000,402.5
F08F1.4,155.0000000,650.0000000,402.5
F08F1.9,5.750000e+02,6.500000e+02,612.5
F08F3.1,450.0000000,510.0000000,480.0
acl-6,575.00000,650.00000,612.5
F08F3.4,212.5000000,450.0000000,331.25
F08F3.6,5.750000e+02,6.500000e+02,612.5
snpc-1.3,2.125000e+02,5.100000e+02,361.25
F08F3.10,212.5000024,450.0000000,331.2500012
hmgr-1,510.0000,650.0000,580.0
F08F8.4,330.00000,650.00000,490.0
F08F8.6,330.000000,575.000000,452.5
F08F8.7,330.00000,450.00000,390.0
gos-28,212.5000,575.0000,393.75
F08F8.9,155.0000,212.5000,183.75
F08F8.10,155.00000,330.00000,242.5
F09C12.2,5.100000e+02,5.750000e+02,542.5
F09C12.6,155.0000000,390.0000000,272.5
F09C12.8,1.550000e+02,2.700000e+02,212.5
usp-39,390.00000,650.00000,520.0
F09D12.2,4.500000e+02,5.100000e+02,480.0
algn-2,575.00000,650.00000,612.5
F09E5.3,330.00000,650.00000,490.0
sec-6,155.0000,390.0000,272.5
F09E5.7,155.0000,390.0000,272.5
F09E5.8,155.00000,510.00000,332.5
F09E5.9,510.000000,575.000000,542.5
F09E5.10,450.0000,510.0000,480.0
F09E5.11,510.0000,575.0000,542.5
F09E5.12,155.000000,212.500000,183.75
F09E5.14,1.550000e+02,6.500000e+02,402.5
F09E5.16,212.5000000,390.0000000,301.25
bmy-1,155.00000,390.00000,272.5
F09E10.5,575.000000,650.000000,612.5
F09E10.6,155.000000,390.000000,272.5
F09E10.7,450.000000,575.000000,512.5
toca-1,155.0000,575.0000,365.0
molo-1,1.544551e+02,6.492720e+02,401.86355000000003
rpc-2,450.0000,510.0000,480.0
hach-1,155.00000,390.00000,272.5
F09F7.5,1.550000e+02,5.750000e+02,365.0
F09F7.6,155.00000,650.00000,402.5
F09F7.7,390.0000,575.0000,482.5
nspb-12,450.0000000,510.0000000,480.0
F09F9.1,212.5000000,510.0000000,361.25
F09F9.2,212.4999999,575.0000000,393.74999995
F09F9.3,5.750000e+02,6.500000e+02,612.5
F09F9.4,212.5000000,450.0000000,331.25
F09G2.1,2.700000e+02,6.500000e+02,460.0
F09G2.2,330.0000,575.0000,452.5
pitr-5,4.500000e+02,5.100000e+02,480.0
cpsf-2,212.50000,330.00000,271.25
lgc-39,212.5000011,450.0000000,331.25000055
F09G2.8,450.00000,650.00000,550.0
attf-2,155.0000,390.0000,272.5
mrps-9,155.00000,650.00000,402.5
F09G8.5,4.500000e+02,6.500000e+02,550.0
F09G8.7,510.00000,575.00000,542.5
clec-160,510.0000000,650.0000000,580.0
mps-4,4.500000e+02,5.100000e+02,480.0
dmd-5,330.00000,650.00000,490.0
F10C1.8,155.000000,575.000000,365.0
F10C5.2,270.00000,575.00000,422.5
ugt-39,5.750000e+02,6.500000e+02,612.5
ugt-40,2.125000e+02,3.300000e+02,271.25
ugt-37,155.0000000,450.0000000,302.5
ugt-38,4.500000e+02,5.100000e+02,480.0
F10D2.8,212.500000,575.000000,393.75
F10D2.10,510.0000,650.0000,580.0
F10D7.1,2.700000e+02,3.300000e+02,300.0
F10D7.2,155.0000,510.0000,332.5
F10D7.3,212.5000,650.0000,431.25
F10D7.4,2.700000e+02,4.500000e+02,360.0
F10D7.5,390.00000,510.00000,450.0
F10E7.1,155.000000,510.000000,332.5
F10E7.2,212.50000,510.00000,361.25
F10E7.5,212.5000,450.0000,331.25
F10E7.6,155.0000,212.5000,183.75
farl-11,212.5000,575.0000,393.75
F10E7.9,575.00000,650.00000,612.5
cutl-5,212.500000,575.000000,393.75
F10E7.11,155.000000,330.000000,242.5
F10E9.1,450.0000000,510.0000000,480.0
F10E9.2,2.125000e+02,2.700000e+02,241.25
F10E9.3,155.00000,650.00000,402.5
F10E9.4,450.0000,650.0000,550.0
F10E9.5,212.5000,650.0000,431.25
F10E9.7,390.00000,510.00000,450.0
F10E9.10,155.000000,510.000000,332.5
F10E9.11,212.5000,330.0000,271.25
F10E9.12,2.125000e+02,2.700000e+02,241.25
F10G2.1,510.00000,650.00000,580.0
F10G2.2,1.550000e+02,5.750000e+02,365.0
F10G2.4,155.000000,650.000000,402.5
nhr-263,212.500000,270.000000,241.25
F10G7.5,330.0000,510.0000,420.0
F10G7.9,450.0000,650.0000,550.0
F10G7.10,155.00000,450.00000,302.5
ttr-41,155.000018,510.000000,332.500009
pbo-6,575.000000,650.000000,612.5
F11C7.2,4.500000e+02,5.100000e+02,480.0
F11C7.6,1.550000e+02,6.500000e+02,402.5
F11C7.7,1.550000e+02,6.500000e+02,402.5
F11D5.1,270.00000,390.00000,330.0
svh-4,155.00000,450.00000,302.5
F11G11.4,4.500000e+02,5.100000e+02,480.0
F11G11.5,510.0000,575.0000,542.5
nspd-5,270.0000000,330.0000000,300.0
lgc-38,575.0000000,650.0000000,612.5
F12A10.1,4.500000e+02,5.100000e+02,480.0
cal-8,1.550000e+02,6.500000e+02,402.5
F12A10.7,1.550000e+02,2.700000e+02,212.5
F12A10.8,510.00000,575.00000,542.5
slc-17.6,390.0000000,510.0000000,450.0
lgc-51,2.700000e+02,3.300000e+02,300.0
stg-2,270.000000,650.000000,460.0
F12E12.1,155.000000,650.000000,402.5
bath-31,155.000000,212.500000,183.75
sdz-12,5.750000e+02,6.500000e+02,612.5
sdz-11,155.000000,510.000000,332.5
F13A2.1,1.550000e+02,2.125000e+02,183.75
F13A2.2,3.900000e+02,5.100000e+02,450.0
F13A2.4,3.900000e+02,5.100000e+02,450.0
F13A2.5,450.0000000,510.0000000,480.0
F13B6.1,4.500000e+02,5.750000e+02,512.5
F13B6.3,450.0000000,510.0000000,480.0
F13B9.1,155.0000,510.0000,332.5
F13B9.2,5.750000e+02,6.500000e+02,612.5
cutl-29,575.00000,650.00000,612.5
F13C5.1,510.00000,575.00000,542.5
F13C5.2,390.0000,510.0000,450.0
F13C5.3,1.550000e+02,5.750000e+02,365.0
F13C5.5,212.500000,510.000000,361.25
acp-5,1.550000e+02,5.100000e+02,332.5
F13D11.3,330.00000,390.00000,360.0
F13D11.4,212.500000,575.000000,393.75
bcl-11,1.550000e+02,6.500000e+02,402.5
F13H6.3,390.000000,450.000000,420.0
F13H6.5,450.000000,650.000000,550.0
F13H8.1,5.100000e+02,5.750000e+02,542.5
F13H8.2,390.00000,650.00000,520.0
F13H8.3,2.700000e+02,3.300000e+02,300.0
nmgp-1,155.000000,510.000000,332.5
F13H8.5,212.5000000,510.0000000,361.25
F13H8.6,3.300000e+02,6.500000e+02,490.0
upb-1,330.0000,450.0000,390.0
F13H8.8,212.500000,270.000000,241.25
F13H8.9,5.750000e+02,6.500000e+02,612.5
F13H8.11,3.900000e+02,5.100000e+02,450.0
F13H8.12,5.100000e+02,5.750000e+02,542.5
sid-5,155.00000,390.00000,272.5
F14B8.4,4.500000e+02,5.100000e+02,480.0
F14B8.5,510.00000,575.00000,542.5
F14B8.6,390.000000,510.000000,450.0
otpl-3,1.550000e+02,4.500000e+02,302.5
bath-27,3.300000e+02,5.100000e+02,420.0
F14D2.2,1.550000e+02,2.125000e+02,183.75
bath-29,212.500000,575.000000,393.75
F14D2.5,1.550000e+02,3.900000e+02,272.5
F14D2.8,3.900000e+02,4.500000e+02,420.0
F14D2.11,1.550000e+02,6.500000e+02,402.5
bath-30,5.750000e+02,6.500000e+02,612.5
bath-28,155.000000,650.000000,402.5
F14D2.14,212.500000,575.000000,393.75
F14D12.1,575.000000,650.000000,612.5
sulp-2,270.0000000,575.0000000,422.5
F14F9.2,5.750000e+02,6.500000e+02,612.5
F14F9.4,155.000000,650.000000,402.5
F14F9.5,330.00000,650.00000,490.0
F14H12.3,1.550000e+02,6.500000e+02,402.5
cst-1,450.0000,650.0000,550.0
F14H12.6,575.00000,650.00000,612.5
F14H12.7,212.5000000,330.0000000,271.25
F14H12.8,4.500000e+02,5.100000e+02,480.0
F15A8.1,450.0000000,510.0000000,480.0
F15A8.4,1.550000e+02,4.500000e+02,302.5
F15A8.6,212.5000000,450.0000000,331.25
nstp-2,330.00000,510.00000,420.0
F15B10.3,330.0000,450.0000,390.0
set-9,5.750000e+02,6.500000e+02,612.5
lgc-22,575.000000,650.000000,612.5
F15E6.3,1.550000e+02,5.100000e+02,332.5
F15E6.4,2.125000e+02,5.100000e+02,361.25
F15E6.5,1.550000e+02,6.500000e+02,402.5
F15E6.6,575.0000000,650.0000000,612.5
F15E6.9,4.500000e+02,5.750000e+02,512.5
pud-4,1.550000e+02,6.500000e+02,402.5
pud-2.2,5.750000e+02,6.500000e+02,612.5
pud-3,2.125000e+02,3.300000e+02,271.25
F16B3.2,1.550000e+02,4.500000e+02,302.5
nhr-177,5.100000e+02,6.500000e+02,580.0
F16B4.2,1.550000e+02,3.300000e+02,242.5
F16B4.4,330.000000,450.000000,390.0
F16B4.5,5.100000e+02,5.750000e+02,542.5
F16B4.6,5.750000e+02,6.500000e+02,612.5
F16B4.7,330.000000,450.000000,390.0
nhr-178,1.550000e+02,6.500000e+02,402.5
nhr-179,212.5000000,330.0000000,271.25
F16F9.1,450.000000,650.000000,550.0
F16F9.3,1.550000e+02,4.500000e+02,302.5
F16F9.4,155.0000000,510.0000000,332.5
F16G10.3,3.900000e+02,4.500000e+02,420.0
F16G10.6,1.550000e+02,2.125000e+02,183.75
F16G10.14,1.550000e+02,6.500000e+02,402.5
F16H11.1,390.000000,510.000000,450.0
ent-5,155.000000,510.000000,332.5
F17A9.2,212.5000,575.0000,393.75
atf-8,155.00000,650.00000,402.5
F17A9.4,155.0000,330.0000,242.5
F17A9.5,510.00000,575.00000,542.5
ceh-49,450.0000000,575.0000000,512.5
F17E9.2,3.900000e+02,4.500000e+02,420.0
F17E9.5,1.550000e+02,2.700000e+02,212.5
lgc-5,1.550000e+02,3.300000e+02,242.5
lgc-6,1.550000e+02,3.300000e+02,242.5
F18A1.1,212.500000,450.000000,331.25
rpa-1,155.00000,330.00000,242.5
alfa-1,155.00000,510.00000,332.5
F18A1.7,575.00000,650.00000,612.5
pid-1,155.000000,575.000000,365.0
F18A12.2,1.550000e+02,5.100000e+02,332.5
nep-10,4.500000e+02,5.100000e+02,480.0
F18A12.7,1.550000e+02,2.125000e+02,183.75
nep-11,212.5000000,390.0000000,301.25
mpz-3,3.900000e+02,4.500000e+02,420.0
F18C5.5,450.0000000,510.0000000,480.0
F18C5.9,1.550000e+02,6.500000e+02,402.5
F18C5.10,390.0000,450.0000,420.0
ddo-2,212.500000,450.000000,331.25
F18E3.11,575.000000,650.000000,612.5
F18E9.1,5.750000e+02,6.500000e+02,612.5
F18E9.3,2.125000e+02,5.750000e+02,393.75
F18E9.4,2.700000e+02,6.500000e+02,460.0
jmjd-3.1,155.0000,510.0000,332.5
F18F11.1,5.750000e+02,6.500000e+02,612.5
cdh-8,155.000000,650.000000,402.5
F18F11.4,5.100000e+02,5.750000e+02,542.5
drl-1,2.125000e+02,4.500000e+02,331.25
lgc-4,1.550000e+02,4.500000e+02,302.5
F18G5.5,1.550000e+02,6.500000e+02,402.5
F18G5.6,155.000000,450.000000,302.5
F19B10.1,212.50000,270.00000,241.25
F19B10.2,390.00000,650.00000,520.0
F19B10.4,155.00000,330.00000,242.5
F19B10.10,212.50000,330.00000,271.25
F19C7.1,390.00000,575.00000,482.5
F19C7.2,330.000000,450.000000,390.0
F19C7.3,450.00000,650.00000,550.0
F19C7.4,3.300000e+02,3.900000e+02,360.0
F19C7.5,4.500000e+02,5.750000e+02,512.5
F19C7.8,212.600683,509.848975,361.224829
F19F10.1,155.000000,650.000000,402.5
F19F10.3,1.550000e+02,4.500000e+02,302.5
ttr-10,575.000000,650.000000,612.5
ets-7,155.000000,650.000000,402.5
clec-212,1.550000e+02,2.700000e+02,212.5
F19F10.9,450.0000,650.0000,550.0
ets-6,155.0000,575.0000,365.0
F19F10.11,155.00000,650.00000,402.5
F19F10.12,212.5000,575.0000,393.75
F19G12.1,4.500000e+02,5.100000e+02,480.0
F19G12.3,390.000000,510.000000,450.0
F20A1.1,155.000000,510.000000,332.5
F20A1.2,3.300000e+02,3.900000e+02,360.0
F20A1.4,3.300000e+02,3.900000e+02,360.0
tofu-2,5.100000e+02,5.750000e+02,542.5
F20A1.10,1.550000e+02,5.750000e+02,365.0
cgt-2,212.5000000,330.0000000,271.25
F20B6.4,5.100000e+02,5.750000e+02,542.5
F20B6.9,155.000000,212.500000,183.75
F20D6.1,4.500000e+02,5.100000e+02,480.0
F20D6.5,575.00000000,650.00000000,612.5
F20D6.6,1.550000e+02,2.125000e+02,183.75
F20D6.8,212.5000000,390.0000000,301.25
F20D6.10,212.5000,450.0000,331.25
F20D6.11,155.000000,390.000000,272.5
csr-1,4.500000e+02,5.100000e+02,480.0
F20D12.2,155.00000,510.00000,332.5
czw-1,155.00000,330.00000,242.5
exc-9,330.0000,450.0000,390.0
F20D12.7,3.300000e+02,3.900000e+02,360.0
F20H11.1,510.00000,575.00000,542.5
F20H11.4,155.000000,270.000000,212.5
ddo-3,3.300000e+02,4.500000e+02,390.0
F21A9.1,450.0000000,510.0000000,480.0
F21A9.2,155.000000,575.000000,365.0
F21C10.1,1.550000e+02,6.500000e+02,402.5
F21C10.3,155.00000,390.00000,272.5
F21C10.4,4.500000e+02,5.100000e+02,480.0
F21C10.7,212.5000000,390.0000000,301.25
F21C10.9,1.550000e+02,5.100000e+02,332.5
F21C10.10,212.5000,450.0000,331.25
F21C10.11,3.300000e+02,4.500000e+02,390.0
frpr-6,5.100000e+02,5.750000e+02,542.5
F21D12.3,212.5000000,450.0000000,331.25
F21E9.2,270.000000,650.000000,460.0
ttr-37,510.000000,575.000000,542.5
pgal-1,155.000000,575.000000,365.0
icmt-1,1.550000e+02,5.750000e+02,365.0
F21F3.4,155.000000,650.000000,402.5
F21F3.6,330.0000,575.0000,452.5
F21F3.7,155.00000,390.00000,272.5
F21F8.5,4.500000e+02,6.500000e+02,550.0
slc-17.5,390.0000000,650.0000000,520.0
rbbp-5,390.00000,510.00000,450.0
tpp-2,212.50000,650.00000,431.25
ets-4,1.550000e+02,5.100000e+02,332.5
ttr-35,212.5000,450.0000,331.25
ceh-60,3.300000e+02,4.500000e+02,390.0
ilys-5,1.550000e+02,5.100000e+02,332.5
F22B7.1,510.000000,575.000000,542.5
flp-23,3.900000e+02,4.500000e+02,420.0
fip-1,3.300000e+02,3.900000e+02,360.0
polk-1,330.00000,650.00000,490.0
F22B7.9,390.00000,450.00000,420.0
flcn-1,155.0000,390.0000,272.5
F22D3.4,450.0000000,510.0000000,480.0
F22D3.5,155.000000,510.000000,332.5
malt-1,390.00000,575.00000,482.5
F22E5.1,155.000000,390.000000,272.5
F22E5.2,5.100000e+02,5.750000e+02,542.5
F22E5.7,212.50000,650.00000,431.25
F22E5.9,450.000000,510.000000,480.0
F22E5.13,212.500000,650.000000,431.25
F22E5.17,155.000000,650.000000,402.5
F22E5.20,155.00000,212.50000,183.75
F22F1.2,510.0000000,575.0000000,542.5
F22F1.3,5.100000e+02,5.750000e+02,542.5
F22F4.1,4.500000e+02,6.500000e+02,550.0
F22F4.4,155.000000,575.000000,365.0
F22F4.5,155.000000,575.000000,365.0
ldp-1,390.00000,650.00000,520.0
F22F7.2,155.000000,212.500000,183.75
F22F7.3,510.0000000,575.0000000,542.5
F22F7.4,5.750000e+02,6.500000e+02,612.5
bgnt-1.2,575.000000,650.000000,612.5
F22F7.7,390.00000,575.00000,482.5
F22H10.1,4.500000e+02,6.500000e+02,550.0
F22H10.3,575.000000,650.000000,612.5
F22H10.6,1.550000e+02,6.500000e+02,402.5
F23C8.3,330.00000,575.00000,452.5
ubxn-1,330.00000,575.00000,452.5
F23C8.5,212.5000,390.0000,301.25
did-2,450.0000,510.0000,480.0
tipn-1,155.00000,270.00000,212.5
F23C8.13,155.000000,212.500000,183.75
nfyc-1,450.0000,650.0000,550.0
F23F1.2,1.550000e+02,2.125000e+02,183.75
fbxc-54,510.00000,575.00000,542.5
F23F1.4,155.00000,212.50000,183.75
F23F1.5,155.00000,330.00000,242.5
F23F1.6,510.000000,650.000000,580.0
F23F1.7,510.000000,575.000000,542.5
rpoa-49,450.0000,650.0000,550.0
F23F1.10,330.00000,575.00000,452.5
sdz-15,390.0000000,450.0000000,420.0
F23F12.8,1.550000e+02,2.125000e+02,183.75
zip-8,212.50000,575.00000,393.75
F23F12.12,1.550000e+02,5.750000e+02,365.0
bra-2,155.00000,330.00000,242.5
F23H11.2,510.00000,650.00000,580.0
sucl-2,575.0000,650.0000,612.5
F23H11.4,450.0000,650.0000,550.0
F23H11.6,575.0000000,650.0000000,612.5
F23H11.7,575.000000,650.000000,612.5
crls-1,212.5000,390.0000,301.25
F25A2.1,5.100000e+02,5.750000e+02,542.5
gcst-1,155.0000,510.0000,332.5
peli-1,390.0000,510.0000,450.0
F25B4.4,575.00000,650.00000,612.5
F25B4.5,575.0000,650.0000,612.5
hmgs-1,575.00000,650.00000,612.5
F25B4.7,450.00000,650.00000,550.0
F25B4.8,575.000000,650.000000,612.5
clec-1,575.000000,650.000000,612.5
dct-6,155.000000,510.000000,332.5
nop-1,155.0000,330.0000,242.5
F25B5.3,575.00000,650.00000,612.5
F25B5.5,155.00000,390.00000,272.5
F25B5.6,450.0000,650.0000,550.0
nono-1,212.5000,510.0000,361.25
gtr-1,575.000000,650.000000,612.5
F25E2.2,1.550000e+02,4.500000e+02,302.5
